RNA.1	RNA.2	RNA.3	RNA.4	RNA.8	RNA.11	RNA.12	RNA.15	RNA.16	RNA.17	RNA.19	RNA.20
Gm6938	0	0	0	0	0	0	0	0	0	0	0	0
Gm26593	0	0	0	0	0	0	0	0	0	0	0	0
Agtr2	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a14	0	0	0	0	0	0	0	0	0	0	0	0
Gm28269	0	0	0	0	0	0	0	0	0	0	0	0
Gm28268	0	0	0	0	0	0	0	0	0	0	0	0
Klhl13	0.628571428571429	0.333333333333333	2	1	0	0	5	0	0	0	0.6	2
Wdr44	0.142857142857143	0	0	0	0	1	1	0.5	0	0	0.4	0
Gm4907	0	0	0	0	0	0	0	0	0	0	0	0
Gm4985	0	0	0	0	0	0	0	0	0	0	0	0
Gm27192	0	0	0	0	0	0	0	0	0	0	0	0
Gm5934	0	0	0	0	0	0	0	0	0	0	0	0
Gm4297	0	0	0	0	0	0	0	0	0	0	0	0
Gm5935	0	0	0	0	0	0	0	0	0	0	0	0
Gm5169	0	0	0	0	0	0	0	0	0	0	0	0
Gm1993	0	0	0	0	0	0	0	0	0	0	0	0
E330010L02Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm5168	0	0	0	0	0	0	0	0	0	0	0	0
Gm2012	0	0	0	0	0	0	0	0	0	0	0	0
Gm2030	0	0	0	0	0	0	0	0	0	0	0	0
Slx	0	0	0	0	0	0	0	0	0	0	0	0
Gm14525	0	0	0	0	0	0	0	0	0	0	0	0
Gm6121	0	0	0	0	0	0	0	0	0	0	0	0
Gm10230	0	0	0	0	0	0	0	0	0	0	0	0
Gm2101	0	0	0	0	0	0	0	0	0	0	0	0
Gm10058	0	0	0	0	0	0	0	0	0	0	0	0
Gm2117	0	0	0	0	0	0	0	0	0	0	0	0
Gm4836	0	0	0	0	0	0	0	0	0	0	0	0
Gm10147	0	0	0	0	0	0	0	0	0	0	0	0
Gm2165	0	0	0	0	0	0	0	0	0	0	0	0
Gm10096	0	0	0	0	0	0	0	0	0	0	0	0
Gm2200	0	0	0	0	0	0	0	0	0	0	0	0
Gm26818	0	0	0	0	0	0	0	0	0	0	0	0
Gm3669	0	0	0	0	0	0	0	0	0	0	0	0
Gm10488	0	0	0	0	0	0	0	0	0	0	0	0
E330016L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm14632	0	0	0	0	0	0	0	0	0	0	0	0
Gm7437	0	0	0	0	0	0	0	0	0	0	0	0
Gm14974	0	0	0	0	0	0	0	0	0	0	0	0
Gm10487	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f29	0	0	0	0	0	0	0	0	0	0	0	0
Spin2f	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f26	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f19	0	0	0	0	0	0	0	0	0	0	0	0
Gm21883	0	0	0	0	0	0	0	0	0	0	0	0
Spin2e	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f25	0	0	0	0	0	0	0	0	0	0	0	0
Gm21637	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f22	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f2	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5926	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f21	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f30	0	0	0	0	0	0	0	0	0	0	0	0
Gm21789	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f5	0	0	0	0	0	0	0	0	0	0	0	0
Spin2-ps6	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f12	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f13	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f6	0	0	0	0	0	0	0	0	0	0	0	0
Gm21870	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f9	0	0	0	0	0	0	0	0	0	0	0	0
Spin2g	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f8	0	0	0	0	0	0	0	0	0	0	0	0
Gm14552	0	0	0	0	0	0	0	0	0	0	0	0
Gm10486	0	0	0	0	0	0	0	0	0	0	0	0
Gm2309	0	0	0	0	0	0	0	0	0	0	0	0
Gm14553	0	0	0	0	0	0	0	0	0	0	0	0
Gm14819	0	0	0	0	0	0	0	0	0	0	0	0
Dock11	0.228571428571429	0.666666666666667	1.5	0	0	0	0	0.5	1	0	0.5	1
Il13ra1	1.65714285714286	2	1	2	4.5	5	1	2	3	0.5	0.6	1
Zcchc12	0	0	0	0	0.5	0	0	0	0	0	0	0
Lonrf3	0	0	0	0	0.5	0	0	0	0	0	0	0
Gm6268	0	0	0	0	0	0	0	0	0	0	0	0
Gm14569	0	0	0	0	0	0	0	0	0	0	0	0
Pgrmc1	1.71428571428571	1.33333333333333	2	1	1.5	3	3	1	1	0.5	1.3	3
Akap17b	0.0285714285714286	0	0	0	0	0	2	0	0	0	0.1	2
Slc25a43	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Slc25a5	6.68571428571428	4.33333333333333	5.5	1	4.5	4	7	1	9	5	6.1	14
Mdrl	0	0	0	0	0	0	0	0	0	0	0	0
Gm14549	0	0	0	0	0	0	0	0	0	0	0	0
C330007P06Rik	0.228571428571429	0.333333333333333	1.5	1	0	0	0	0	0	0	0.2	1
Ube2a	0.771428571428572	1	0	0	0	1	2	0	1	1.5	0.6	3
Nkrf	0	0	0	0	0	0	0	0	0	0	0	0
Gm15008	0	0	0	0	0	0	0	0	0	0	0	0
Sept6	0.571428571428572	0.333333333333333	0.5	0	0	0	0	0	0	0	0.5	1
Sowahd	0	0	0	0	0	0	0	0	0	0	0	0
Rpl39	31.0285714285714	12.3333333333333	18	15	44.5	46	17	7.5	13	7	13.3	44
Upf3b	0.314285714285714	0.333333333333333	0	1	0	1	1	0	0	1	0.5	1
Nkap	0.485714285714286	0.666666666666667	0.5	0	0	1	0	0	0	0	0.2	1
Akap14	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa1	2.97142857142857	1.66666666666667	1.5	2	0	4	4	0	0	2	1.4	6
Rnf113a1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Gm9	0	0	0	0	0	0	0	0	0	0	0	0
Rhox1	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3a2	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4a2	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2b	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2c	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4c	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2d	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4d	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2e	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3e	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4e	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2f	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4f	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3g	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2g	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0	0	0	0	0	0	0
Rhox2h	0	0	0	0	0	0	0	0	0	0	0	0
Rhox5	1.11428571428571	0	0	0	0	0	0	0	6	0	0	2
Rhox6	0	0	0	0	0	0	0	0	0	0	0	0
Rhox7a	0	0	0	0	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	0	0	0	0	0	0	0	0
Rhox7b	0	0	0	0	0	0	0	0	0	0	0	0
Rhox9	0	0	0	0	0	0	0	0	0	0	0	0
Btg1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Btg1-ps2	0	0	0	0	0	0	0	0	0	0	0	0
Rhox10	0	0	0	0	0	0	0	0	0	0	0	0
Rhox11	0	0	0	0	0	0	0	0	0	0	0	0
Rhox12	0	0	0	0	0	0	0	0	0	0	0	0
Rhox13	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb33	0.114285714285714	0.333333333333333	1	0	0.5	0	0	0	1	0	0	1
Tmem255a	0	0	0	0	0	0	0	0	0	0	0	0
Atp1b4	0	0	0	0	0	0	0	0	0	0	0	0
Lamp2	0.857142857142857	0	0	1	0.5	2	0	1	1	0	0.6	1
Gm7598	0	0	0	0	0	0	0	0	0	0	0	0
Cul4b	0.171428571428571	0.333333333333333	0	0	1	0	2	0.5	0	0	0.3	1
Mcts1	0.428571428571429	0	0	0	0.5	0	0	0.5	0	0	0.3	0
C1galt1c1	0.0857142857142857	0	0	0	0	0	0	0	0	0	0.1	0
Gm14565	0	0	0	0	0	0	0	0	0	0	0	0
6030498E09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cypt15	0	0	0	0	0	0	0	0	0	0	0	0
Cypt14	0	0	0	0	0	0	0	0	0	0	0	0
Gria3	0.0285714285714286	0	0.5	0	0	0	0	0	0	0	0	0
Thoc2	1.37142857142857	1.33333333333333	0.5	0	0.5	2	2	0	1	0	0.3	1
Xiap	0.685714285714286	0	0.5	1	0	1	1	0.5	0	0	0.2	0
Stag2	0.371428571428571	1	0.5	0	2.5	3	2	1.5	0	0	0.4	0
Tex13c2	0	0	0	0	0	0	0	0	0	0	0	0
Sh2d1a	0	0	0	0	0	0	0	0	0	0	0	0
Tenm1	0	0	0	0	0	0	0	0	0	0	0	0
Tex13c1	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf12l2	0	0	0	0	0	0	0	0	0	0	0	0
Dcaf12l1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Prr32	0	0	0	0	0	0	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0	0	0	0	0	0	0
Actrt1	0	0	0	0	0	0	0	0	0	0	0	0
Gm29242	0	0	0	0	0	0	0	0	0	0	0	0
Smarca1	0.6	1	0.5	0	2	2	1	0	3	0	0.5	2
Ocrl	0.314285714285714	0.333333333333333	0	0	0.5	0	0	0.5	0	0	0.1	0
Apln	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Xpnpep2	0	0	0	0	0	0	0	0	0	0	0	0
Sash3	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc9	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Utp14a	0.428571428571429	0	0	0	0.5	0	0	0	0	0	0.4	0
9530027J09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Bcorl1	0.114285714285714	0.333333333333333	0	0	0.5	0	0	0	0	0	0	0
Elf4	0.142857142857143	0.333333333333333	0	0	0	0	1	0.5	0	0	0.1	0
Aifm1	0.628571428571429	0	0.5	0	0.5	1	0	0	0	0	0.6	1
Rab33a	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Zfp280c	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0
Slc25a14	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Gpr119	0	0	0	0	0	0	0	0	0	0	0	0
Rbmx2	0.142857142857143	0	0	0	0	0	0	0.5	0	0	0.1	0
Gm595	0	0	0	0	0	0	0	0	0	0	0	0
Enox2	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Gm14696	0	0	0	0	0	0	0	0	0	0	0	0
Gm14697	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap36	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0	0	0	0	0
Igsf1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0	0	0	0	0	0
Stk26	0.0285714285714286	0	0.5	0	0	0	0	0	0	0	0.1	0
Frmd7	0	0	0	0	0	0	0	0	0	0	0	0
Rap2c	0.257142857142857	0	0	1	0	0	0	0	0	0	0	0
Mbnl3	0.0285714285714286	0	0	0	0	0	0	0	1	0	0	0
Hs6st2	0.142857142857143	0	0	0	0	0	0	0	0	0	0.1	0
Usp26	0	0	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gpc4	0.685714285714286	1	0.5	0	2.5	4	2	0.5	1	0.5	0.7	1
Gpc3	2	3.66666666666667	3	1	3.5	1	1	0	4	2	0.8	6
Gm14582	0	0	0	0	0	0	0	0	0	0	0	0
A630012P03Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc160	0.142857142857143	0	0	0	0	0	0	0	0	0	0.1	1
Phf6	0.171428571428571	0.333333333333333	0	0	0	1	0	0.5	0	0	0.2	0
Hprt	0.571428571428572	0	0	0	0	5	0	0.5	0	0	0.2	1
Gm28730	0	0	0	0	0	0	0	0	0	0	0	0
Plac1	0	0	0	0	0	0	0	0	0	0	0	0
Fam122b	0.114285714285714	0	0	0	0	0	0	0	0	0	0	0
Fam122c	0	0	0	0	0	0	0	0	0	0	0	0
Mospd1	0.0857142857142857	0.333333333333333	0	0	0.5	0	0	0.5	0	0	0.2	1
Etd	0	0	0	0	0	0	0	0	0	0	0	0
Gm14597	0	0	0	0	0	0	0	0	0	0	0	0
Rtl8c	0	0	0	0	0	0	0	0	0	0	0	0
Rtl8a	0.885714285714286	1.33333333333333	1	0	1	0	1	2	1	1	1.2	0
Rtl8b	0.685714285714286	0.333333333333333	0	2	1	0	1	1	0	0.5	0.3	0
4930502E18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l3	0	0	0	0	0	0	0	0	0	0	0	0
Xlr	0.0857142857142857	0.333333333333333	0	0	0	0	0	0	0	0.5	0	0
Gm16405	0	0	0	0	0	0	0	0	0	0	0	0
Gm16430	0	0	0	0	0	0	0	0	0	0	0	0
Slxl1	0	0	0	0	0	0	0	0	0	0	0	0
3830403N18Rik	0.2	0	0	0	0	0	0	0	0	0	0	0
Gm773	0	0	0	0	0	0	0	0	0	0	0	0
1600025M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Zfp449	0.114285714285714	0	0	0	1	1	1	0.5	0	0	0	0
Gm2155	0	0	0	0	0	0	0	0	0	0	0	0
Smim10l2a	0	0	0	0	0	0	0	0	0	0	0	0
Gm2174	0	0	0	0	0	0	0	0	0	0	0	0
Ints6l	0.0857142857142857	0	0	0	0	0	0	0	0	0.5	0.1	0
Gm10477	0	0	0	0	0	0	0	0	0	0	0	0
Gm648	0	0	0	0	0	0	0	0	0	0	0	0
Mmgt1	0.142857142857143	0.333333333333333	0.5	0	0	0	0	0	0	0	0.2	0
Slc9a6	0.0285714285714286	0	0	0	0	2	0	0.5	0	0	0	0
Fhl1	1.45714285714286	0.333333333333333	0.5	0	3.5	1	1	0	0	1.5	0.2	1
Map7d3	0.0571428571428571	0	0	0	0	1	0	0	0	0	0	0
Adgrg4	0	0	0	0	0	0	0	0	0	0	0	0
Brs3	0	0	0	0	0	0	0	0	0	0	0	0
Htatsf1	0.714285714285714	0	0	1	1	1	1	2	2	1.5	0.4	1
Vgll1	0	0	0	0	0	0	0	0	0	0	0	0
Gm14718	0	0	0	0	0	0	0	0	0	0	0	0
Cd40lg	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef6	0.571428571428572	0	0	0	0	1	0	0.5	2	0	0.5	0
Rbmx	0.685714285714286	1	0	0	1.5	1	1	1	0	0	1.1	3
Gm364	0	0	0	0	0	0	0	0	0	0	0	0
Gpr101	0	0	0	0	0	0	0	0	0	0	0	0
Zic3	0	0	0	0	0	0	0	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0	0	0	0	0	0	0
Fgf13	0.0285714285714286	0	0	0	0.5	0	0	0	0	0	0	0
F9	0	0	0	0	0	0	0	0	0	0	0	0
Mcf2	0.0571428571428571	0	0	0	0	0	0	0.5	0	0	0	0
Atp11c	0.142857142857143	0	0	0	0	0	0	0	0	1	0.4	0
Gm7073	0	0	0	0	0	0	0	0	0	0	0	0
Gm14661	0	0	0	0	0	0	0	0	0	0	0	0
Sox3	0	0	0	0	0	0	0	0	0	0	0	0
Gm14662	0	0	0	0	0	0	0	0	0	0	0	0
Gm14664	0	0	0	0	0	0	0	0	0	0	0	0
C230004F18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Cdr1	0	0	0	0	0	0	0	0	0	0	0	0
Ldoc1	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
4933402E13Rik	0	0	0	0	0	0	0	0	0	0	0	0
4931400O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tslrn1	0	0	0	0	0	0	0	0	0	0	0	0
Gm6760	0	0	0	0	0	0	0	0	0	0	0	0
3830417A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk4	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Ctag2	0	0	0	0	0	0	0	0	0	0	0	0
4930447F04Rik	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk2	0	0	0	0	0	0	0	0	0	0	0	0
1700036O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm1140	0	0	0	0	0	0	0	0	0	0	0	0
Gm14692	0	0	0	0	0	0	0	0	0	0	0	0
4933436I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
Fmr1os	0	0	0	0	0	0	0	0	0	0	0	0
Fmr1	0.628571428571429	0	1	0	0.5	1	1	0	0	0	0.4	3
Fmr1nb	0	0	0	0	0	0	0	0	0	0	0	0
Gm14698	0	0	0	0	0	0	0	0	0	0	0.1	0
Gm6812	0	0	0	0	0	0	0	0	0	0	0	0
Gm14705	0	0	0	0	0	0	0	0	0	0	0	0
Aff2	0	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700020N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Ids	0.0571428571428571	0.333333333333333	0	0	0	0	0	0	0	0	0.1	0
1110012L19Rik	0.171428571428571	0.333333333333333	0	0	0	0	0	0	0	0.5	0.2	0
4930567H17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Tmem185a	0.114285714285714	0	0	0	0	0	0	0	0	0	0.2	0
Mamld1	0	0	0	0	0	0	0	0.5	0	0	0	0
Mtm1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.1	0
Mtmr1	0.0571428571428571	0	0	0	0.5	1	0	0	0	0	0	0
Cd99l2	0.257142857142857	0	0	2	0.5	0	0	0	1	0	0.2	0
Gm16189	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb3	1.48571428571429	0.666666666666667	2	2	0	0	2	2.5	1	0	1	3
Gpr50	0	0	0	0	0	0	0	0	0	0	0	0
Vma21	0.457142857142857	0	0	0	0	0	0	0.5	0	0	0.1	1
Gm1141	0	0	0	0	0	0	0	0	0	0	0	0
Prrg3	0.0857142857142857	0	0	0	0.5	0	0	0	0	0	0	0
Fate1	0	0	0	0	0	0	0	0	0	0	0	0
Cnga2	0	0	0	0	0	0	0	0	0	0	0	0
Magea4	0	0	0	0	0	0	0	0	0	0	0	0
Gabre	0	0	0	0	0	0	0	0	0	0	0	0
Magea10	0	0	0	0	0	0	0	0	0	0	0	0
Gabra3	0	0	0	0	0	0	0	0	0	0	0	0
Gabrq	0	0	0	0	0	0	0	0	0	0	0	0
Cetn2	0.914285714285714	0	2	0	0	2	0	0	0	0	0.2	1
Nsdhl	0.171428571428571	0.333333333333333	0	0	0	0	0	0	0	0	0	1
Gm14684	0	0	0	0	0	0	0	0	0	0	0	0
Zfp185	0	0	0	0	0	0	0	0	0	0	0	0
Pnma5	0	0	0	0	0	0	0	0	0	0	0	0
Pnma3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Xlr4a	0	0	0	0	0	0	0	0	0	0	0	0
Xlr3a	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
Xlr5a	0	0	0	0	0	0	0	0	0	0	0	0
Gm14685	0	0	0	0	0	0	0	0	0	0	0	0
DXBay18	0	0	0	0	0	0	0	0	0	0	0	0
Xlr5b	0	0	0	0	0	0	0	0	0	0	0	0
Spin2d	0	0	0	0	0	0	0	0	0	0	0	0
Xlr3b	0	0	0	0	0	0	0	0	0	0	0	0
Xlr4b	0	0	0	0	0	0	0	0	0	0	0	0
F8a	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Xlr4c	0	0	0	0	0	0	0	0	0	0	0	0
Xlr3c	0	0	0	0	0	0	0	0	0	0	0	0
Xlr5c	0	0	0	0	0	0	0	0	0	0	0	0
Gm45015	0	0	0	0	0	0	0	0	0	0	0	0
Zfp275	0.0857142857142857	0	0.5	0	0	1	0	0	0	0	0.1	0
Gm18336	0	0	0	0	0	0	0	0	0	0	0	0
Gm26726	0	0	0	0	0	0	0	0	0	0	0	0
Zfp92	0	0	0	0	0	0	0	0	0	0	0	0
Trex2	0	0	0	0	0	0	0	0	0	0	0	0
Haus7	0.142857142857143	0.333333333333333	0	0	0	0	0	0	0	0.5	0.1	1
Bgn	3.45714285714286	1.66666666666667	2.5	1	10	2	4	4.5	5	0	3.4	0
Atp2b3	0	0	0	0	0	0	0	0	0	0	0	0
Dusp9	0	0	0	0	0	0	0	0	0	0	0	0
Pnck	0.0285714285714286	0.333333333333333	0	0	0	0	0	0	0	0	0	0
Slc6a8	0.142857142857143	0	0.5	0	0	1	0	0	0	0	0.1	0
Bcap31	1.34285714285714	0.333333333333333	2.5	2	0	3	0	0.5	0	0.5	1.2	1
Abcd1	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Plxnb3	0	0	0	0	0	0	0	0	0	0	0	0
Srpk3	0.0571428571428571	0	0.5	0	0	0	0	0	0	0	0	0
Idh3g	1.77142857142857	0.333333333333333	0.5	0	0.5	1	2	0	2	0.5	0.9	4
Ssr4	2.14285714285714	1.33333333333333	2.5	3	2	5	0	0.5	0	1	1.5	1
Pdzd4	0	0	0	1	0	0	0	0	0	0	0	0
L1cam	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap4	0	0	0	0	0	0	0	0	0	0	0	0
Avpr2	0	0	0	0	0	0	0	0	0	0	0	0
Naa10	0.485714285714286	0	0.5	0	1	1	1	0	0	0.5	0.2	4
Renbp	0.0285714285714286	0	0	0	0	0	1	0	1	1	0.3	0
Hcfc1	0.285714285714286	0	1	2	0.5	2	2	0	0	1	0.4	1
Irak1	0.342857142857143	0	0	0	0.5	0	0	0	0	0	0.6	1
Mecp2	0.2	0	0.5	0	0.5	1	1	0	0	0.5	0.1	0
Opn1mw	0	0	0	0	0	0	0	0	0	0	0	0
Tex28	0	0	0	0	0	0	0	0	0	0	0	0
Tktl1	0	0	0	0	0	0	0	0	0	0	0	0
Flna	6.42857142857143	4.66666666666667	5	9	11	6	8	2.5	2	1.5	2.8	5
Emd	1.02857142857143	0	1.5	1	1.5	2	0	0	0	0	0.6	0
Rpl10	22.4857142857143	13	11	24	27	36	28	12.5	26	8.5	13.8	34
Dnase1l1	0.114285714285714	0	0	0	0.5	1	0	0	0	0	0	1
Taz	0.371428571428571	0	0.5	0	0	0	0	0	2	0	0.1	0
Atp6ap1	0.371428571428571	0	0	1	0.5	0	0	0	1	0.5	0.6	0
Gdi1	0.457142857142857	0.333333333333333	0	1	0.5	0	0	0	1	1.5	0.4	0
Fam50a	0.457142857142857	0	0	1	1	1	1	0	0	0	0.5	0
Plxna3	0	0	0	0	0	0	0	0	0	0	0	0
Lage3	1.08571428571429	1.33333333333333	0	2	1	0	2	1	0	0	1	1
Ubl4a	0.571428571428572	1	0.5	0	0.5	1	1	0	2	0	0.7	0
Slc10a3	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Fam3a	0.114285714285714	0	0	0	0	0	0	0	0	0.5	0	0
Ikbkg	0.0285714285714286	0	0	0	0	0	0	0	0	0	0.1	0
G6pdx	0.0571428571428571	0	0	0	0	0	0	0	0	0	0.1	2
Gm6880	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1326-ps1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0	0	0	0	0
Gm5640	0	0	0	0	0	0	0	0	0	0	0	0
Gm6890	0	0	0	0	0	0	0	0	0	0	0	0
Gm5936	0	0	0	0	0	0	0	0	0	0	0	0
Gab3	0	0	0	0	0	0	0	0	0	0	0	0
Dkc1	0.285714285714286	0	0	0	0.5	0	0	0	3	0	0.3	0
Mpp1	0.2	0	1	0	0.5	0	0	0	0	0	0.1	3
Smim9	0	0	0	0	0	0	0	0	0	0	0	0
F8	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
Fundc2	1.97142857142857	3.66666666666667	0	2	1	3	0	0.5	2	2	0.6	0
Cmc4	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	1
Mtcp1	0.0285714285714286	0	0	1	0	0	0	0	0	0	0	0
Brcc3	0.2	0	0	1	0	0	0	0	0	0	0.1	0
Vbp1	0.6	0.666666666666667	1	2	1.5	0	0	0	0	0	0.7	1
Gm15384	0	0	0	0	0	0	0	0	0	0	0	0
Rab39b	0	0	0	0	0	0	0	0	0	0	0	0
Gm15063	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0
Pls3	2.57142857142857	1	1.5	1	0	2	1	1.5	2	1.5	1.1	3
Gm14715	0	0	0	0	0	0	0	0	0	0	0	0
Gm14707	0	0	0	0	0	0	0	0	0	0	0	0
Gm14717	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b3	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b4	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34d	0	0	0	0	0	0	0	0	0	0	0	0
Tbl1x	0.742857142857143	0.333333333333333	0.5	0	1	1	0	0.5	0	2	0.7	0
Prkx	0	0	0	0	0	0	0	0	0	0	0	0
Gm14742	0	0	0	0	0	0	0	0	0	0	0	0
Pbsn	0	0	0	0	0	0	0	0	0	0	0	0
Gm14744	0	0	0	0	0	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0	0	0	0	0
Gm5938	0	0	0	0	0	0	0	0	0	0	0	0
Obp1b	0	0	0	0	0	0	0	0	0	0	0	0
Gm14743	0	0	0	0	0	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Prrg1	0.0285714285714286	0	0	0	0	0	0	0.5	0	0	0.1	0
Fam47c	0	0	0	0	0	0	0	0	0	0	0	0
Gm7173	0	0	0	0	0	0	0	0	0	0	0	0
Mageb16	0	0	0	0	0	0	0	0	0	0	0	0
Gm26775	0	0	0	0	0	0	0	0	0	0	0	0
Tmem47	0.771428571428572	1.33333333333333	0	0	0.5	0	0	1	0	1	0.6	0
4930595M18Rik	0	0	0	0	0	0	0	0	0	0	0	0
Dmd	0.857142857142857	0.666666666666667	0.5	1	1	0	1	0	1	0.5	0.4	2
Tsga8	0	0	0	0	0	0	0	0	0	0	0	0
Fthl17a	0	0	0	0	0	0	0	0	0	0	0	0
Tab3	0.0285714285714286	0	0	0	0	0	0	0	1	0	0	0
